"site","ozone","month","year","lat","lon"
3787,0.0430595744680851,7,2015,35.33156,-118.9999
3796,0.0348565573770492,7,2015,38.88563,-121.30208
3804,0.0203552594670407,7,2015,38.403765,-122.818294
3806,0.0249549839228296,7,2015,32.817978,-116.968133
3812,0.0236629055007052,7,2015,35.49442,-120.66622
3816,0.0327153846153846,7,2015,40.17088,-122.25556
2008,0.0267245337159254,8,2015,34.46248,-120.02547
2013,0.0414532577903683,8,2015,36.70556,-119.74139
2016,0.0232337837837838,8,2015,36.48187,-121.73333
2032,0.0412928169014085,8,2015,36.33252,-119.29095
2077,0.0452251057827927,8,2015,34.05965,-117.14734
2094,0.0293686968838527,8,2015,37.95075,-121.26897
2114,0.0432532374100719,8,2015,36.59744,-119.50369
2116,0.0390356923076923,8,2015,37.36075,-118.3308
2123,0.0336657458563536,8,2015,38.71209,-121.38108
2125,0.0229514851485149,8,2015,37.48293,-122.20348
2143,0.0263286516853933,8,2015,38.53455,-121.7734
2160,0.0323210903873745,8,2015,34.13265,-118.12714
2199,0.0542206794682422,8,2015,33.85262,-116.54099
2221,0.0433431428571429,8,2015,34.106678,-117.274063
2249,0.0331906876790831,8,2015,33.92505,-117.95259
2263,0.0338659003831418,8,2015,33.127708,-117.075327
2266,0.0370519337016575,8,2015,34.10015,-117.49198
2312,0.0443943181818182,8,2015,35.345607,-118.851825
2320,0.0271410939691445,8,2015,36.99958,-121.57466
2321,0.0261414427157001,8,2015,35.366386,-120.842602
2360,0.0249742857142857,8,2015,34.63782,-120.4575
2368,0.0325758807588076,8,2015,32.952499,-117.263336
2373,0.0239709269662921,8,2015,37.76595,-122.39902
2410,0.0275280281690141,8,2015,38.10251,-122.238
2420,0.0395775539568345,8,2015,34.1992,-118.53275
2460,0.0423293591654247,8,2015,32.84232,-116.76831
2484,0.0351578811369509,8,2015,34.13648,-117.92392
2485,0.0413238026124819,8,2015,34.10367,-117.62906
2494,0.031407906295754,8,2015,34.05109,-118.4564
2499,0.0590655807365439,8,2015,34.24313,-117.2723
2525,0.0399875175315568,8,2015,33.78933,-117.22764
2551,0.0346349182763744,8,2015,32.79215,-115.56299
2589,0.0305931445603577,8,2015,32.63123,-117.05905
2593,0.0273786816269285,8,2015,34.60582,-120.07507
2596,0.0398941595441595,8,2015,33.99952,-117.41595
2613,0.0270293127629734,8,2015,37.22687,-121.97969
2622,0.0244124031007752,8,2015,37.9723,-122.52011
2628,0.0256481732070365,8,2015,36.843425,-121.3621
2650,0.0520241935483871,8,2015,34.4165,-117.28559
2655,0.0251774468085106,8,2015,38.31139,-122.2942
2731,0.0303539944903581,8,2015,38.61374,-121.36801
2744,0.0303710102489019,8,2015,39.18919,-121.99887
2752,0.0345485232067511,8,2015,41.72679,-122.63359
2772,0.0445111581920904,8,2015,35.438035,-119.016787
2804,0.0304507713884993,8,2015,38.0063,-121.64191
2806,0.0284033755274262,8,2015,37.65446,-122.03155
2829,0.0305247237569061,8,2015,40.55013,-122.38092
2830,0.0508360703812317,8,2015,34.42505,-117.58982
2831,0.0291945301542777,8,2015,37.936,-122.0262
2833,0.0356622144112478,8,2015,37.642165,-120.994212
2844,0.0404302158273381,8,2015,36.84157,-119.87449
2849,0.0382521381578947,8,2015,34.14437,-117.85038
2878,0.0448282014388489,8,2015,33.708573,-116.215395
2880,0.0348443197755961,8,2015,34.276316,-118.683685
2898,0.0401871906841339,8,2015,34.06698,-117.75138
2899,0.0286597278911565,8,2015,34.06653,-118.22676
2914,0.0300113636363636,8,2015,39.033054,-122.921944
2919,0.0454058823529412,8,2015,35.05156,-119.40263
2923,0.0407960869565217,8,2015,34.89405,-117.02471
2937,0.0375907647907648,8,2015,33.67458,-117.9256
2943,0.0420590379008746,8,2015,33.67653,-117.33104
2954,0.0263251798561151,8,2015,34.52745,-120.19666
2955,0.0293156558533145,8,2015,35.614668,-120.656912
2956,0.0347113604488079,8,2015,38.74643,-121.26498
2957,0.0291852409638554,8,2015,34.5417,-119.79152
2958,0.0306998593530239,8,2015,39.13868,-121.61884
2968,0.0443893408134642,8,2015,37.98178,-120.378551
2972,0.0413157894736842,8,2015,40.53996,-121.57646
2977,0.0280276625172891,8,2015,38.30256,-121.42083
2981,0.0406900439238653,8,2015,35.50349,-119.27264
2983,0.027806697108067,8,2015,36.48329,-121.15682
2984,0.0311491935483871,8,2015,34.210169,-118.870509
2991,0.02613470681458,8,2015,34.25239,-119.143182
2992,0.0266076555023924,8,2015,34.725342,-120.428716
2993,0.0354078541374474,8,2015,38.342606,-120.764426
2996,0.0363808844507846,8,2015,37.48822,-120.83592
3003,0.0265933429811867,8,2015,34.403052,-119.457914
3010,0.0246210826210826,8,2015,39.14566,-123.20298
3011,0.0292008415147265,8,2015,38.56844,-121.49311
3017,0.0491775280898876,8,2015,38.725282,-120.821916
3018,0.0489095816464237,8,2015,37.713136,-119.706235
3022,0.0398051724137931,8,2015,37.28177,-120.43368
3023,0.0290656205420827,8,2015,34.59593,-120.63129
3026,0.0428179231863442,8,2015,36.819313,-119.716389
3032,0.0326402702702703,8,2015,40.45318,-122.29883
3033,0.0270900140646976,8,2015,38.654068,-122.901867
3036,0.0579919028340081,8,2015,36.566128,-118.7777
3101,0.0364921763869132,8,2015,34.48976,-120.0469
3117,0.0438256661991585,8,2015,39.205556,-121.820461
3121,0.0552453879941435,8,2015,35.05045,-118.14778
3126,0.0540878321678322,8,2015,39.23352,-121.05567
3129,0.0423943262411348,8,2015,36.31572,-119.64323
3135,0.031804415954416,8,2015,32.67618,-115.48307
3140,0.0283557422969188,8,2015,37.07939,-121.60004
3143,0.0311285915492958,8,2015,33.03239,-115.623618
3144,0.0394679324894515,8,2015,38.20185,-120.680277
3146,0.0427595204513399,8,2015,35.356615,-119.062613
3151,0.0482189189189189,8,2015,36.50881,-116.84767
3152,0.0534364864864865,8,2015,34.06959,-116.38893
3153,0.0279257142857143,8,2015,34.445505,-119.828452
3157,0.0503628330995792,8,2015,39.318056,-120.845556
3158,0.0502025245441795,8,2015,40.2622,-122.0928
3161,0.050297012802276,8,2015,37.54377,-119.83957
3168,0.0484175808720112,8,2015,33.920767,-116.858413
3172,0.0303301886792453,8,2015,34.448057,-119.231299
3186,0.029038865248227,8,2015,33.213488,-115.545136
3187,0.0350967302452316,8,2015,38.683293,-121.164442
3196,0.0405908192090395,8,2015,38.89094,-121.00337
3198,0.032812778603269,8,2015,33.21701,-117.39616
3200,0.0219663526244953,8,2015,36.98332,-121.98822
3209,0.0330769230769231,8,2015,38.49444,-121.21115
3211,0.0378071428571429,8,2015,36.86719,-120.01011
3215,0.0430972017673049,8,2015,35.774455,-117.372102
3247,0.0237417489421721,8,2015,37.74306,-122.16994
3249,0.0270238095238095,8,2015,38.66121,-121.73269
3251,0.0252651622002821,8,2015,35.0315,-120.50101
3265,0.0359972850678733,8,2015,33.63005,-117.67588
3415,0.0297988779803647,8,2015,38.22709,-122.07566
3484,0.0605243243243243,8,2015,36.48943,-118.829138
3486,0.0228629261363636,8,2015,34.942872,-120.435611
3489,0.0261774193548387,8,2015,36.694261,-121.623271
3490,0.0275994350282486,8,2015,37.6875,-121.7842
3491,0.0458088857545839,8,2015,39.708454,-121.617309
3495,0.0395890603085554,8,2015,35.644167,-120.23
3500,0.0470259530791789,8,2015,34.51096,-117.32555
3502,0.0404342647058824,8,2015,34.38337,-118.52839
3505,0.030460597826087,8,2015,34.404281,-118.80998
3658,0.0562279829545455,8,2015,34.66959,-118.13068
3661,0.0264599085365854,8,2015,37.348488,-121.894936
3665,0.0288821276595745,8,2015,34.427753,-119.690912
3668,0.0249882352941176,8,2015,37.9604,-122.35685
3673,0.025998316970547,8,2015,33.61235,-114.60209
3674,0.0336951289398281,8,2015,33.83061,-117.9385
3678,0.0280663043478261,8,2015,38.35655,-121.94986
3683,0.0313097142857143,8,2015,33.95507,-118.43049
3688,0.0277722379603399,8,2015,35.25651,-120.6693
3690,0.0304234769687964,8,2015,32.70139,-117.1528
3693,0.0313418502202643,8,2015,34.01029,-118.0685
3694,0.0338022440392707,8,2015,35.35472,-120.04019
3696,0.0349419263456091,8,2015,37.68268,-121.44238
3697,0.0455913978494624,8,2015,33.7411,-115.8206
3702,0.0396862275449102,8,2015,33.99636,-117.4924
3714,0.0302806451612903,8,2015,39.53387,-122.190834
3716,0.0191819624819625,8,2015,40.77678,-124.17949
3726,0.0255235531628533,8,2015,36.209018,-121.125959
3732,0.0433346774193548,8,2015,33.93983,-115.41085
3733,0.0505784543325527,8,2015,35.1019,-115.7767
3738,0.0310489510489511,8,2015,38.650783,-121.506767
3739,0.0330521609538003,8,2015,32.57816,-116.92135
3742,0.0215043539325843,8,2015,37.8148,-122.28236
3743,0.031244634525661,8,2015,33.901445,-118.204989
3746,0.0417108108108108,8,2015,40.689075,-122.402255
3758,0.0428698457223001,8,2015,35.23918,-118.78863
3759,0.0341912408759124,8,2015,36.63424,-120.38234
3763,0.0398730650154799,8,2015,36.03179,-119.05505
3766,0.0314419306184012,8,2015,32.84547,-117.12389
3771,0.0386936671575847,8,2015,36.95326,-120.03419
3773,0.0349794655414909,8,2015,37.689609,-121.631964
3774,0.0243446685878963,8,2015,33.8025,-118.22
3777,0.0473734463276836,8,2015,33.583018,-117.072202
3779,0.0213993206521739,8,2015,40.71527,-124.20149
3781,0.042977032810271,8,2015,36.78538,-119.77321
3782,0.0266396624472574,8,2015,37.74367,-121.93419
3783,0.0338297335203366,8,2015,39.76168,-121.84047
3787,0.0442773826458037,8,2015,35.33156,-118.9999
3796,0.0337710344827586,8,2015,38.88563,-121.30208
3804,0.0215192362093352,8,2015,38.403765,-122.818294
3806,0.0324204892966361,8,2015,32.817978,-116.968133
3812,0.0244491899852725,8,2015,35.49442,-120.66622
3816,0.0319103633916554,8,2015,40.17088,-122.25556
2008,0.0303079178885631,9,2015,34.46248,-120.02547
2013,0.0373808823529412,9,2015,36.70556,-119.74139
2016,0.0315536959553696,9,2015,36.48187,-121.73333
2032,0.0395669106881406,9,2015,36.33252,-119.29095
2077,0.0393956331877729,9,2015,34.05965,-117.14734
2094,0.0269795620437956,9,2015,37.95075,-121.26897
2114,0.03963353115727,9,2015,36.59744,-119.50369
2116,0.0354871720116618,9,2015,37.36075,-118.3308
2123,0.0318318181818182,9,2015,38.71209,-121.38108
2125,0.0227069970845481,9,2015,37.48293,-122.20348
2143,0.0290350724637681,9,2015,38.53455,-121.7734
2160,0.0305986725663717,9,2015,34.13265,-118.12714
2199,0.0435660687593423,9,2015,33.85262,-116.54099
2221,0.038292082111437,9,2015,34.106678,-117.274063
2249,0.0303284210526316,9,2015,33.92505,-117.95259
2266,0.0338069219440353,9,2015,34.10015,-117.49198
2312,0.0474511627906977,9,2015,35.345607,-118.851825
2320,0.0304408430232558,9,2015,36.99958,-121.57466
2321,0.0282335766423358,9,2015,35.366386,-120.842602
2360,0.0256539589442815,9,2015,34.63782,-120.4575
2368,0.0341067415730337,9,2015,32.952499,-117.263336
2373,0.0233953147877013,9,2015,37.76595,-122.39902
2410,0.0282859030837004,9,2015,38.10251,-122.238
2420,0.035883234421365,9,2015,34.1992,-118.53275
2460,0.0425244648318043,9,2015,32.84232,-116.76831
2484,0.0342656108597285,9,2015,34.13648,-117.92392
2485,0.0376926380368098,9,2015,34.10367,-117.62906
2494,0.029532298136646,9,2015,34.05109,-118.4564
2499,0.0474018867924528,9,2015,34.24313,-117.2723
2525,0.0342126822157434,9,2015,33.78933,-117.22764
2551,0.0299180494905386,9,2015,32.79215,-115.56299
2589,0.0292700296735905,9,2015,32.63123,-117.05905
2593,0.0294826086956522,9,2015,34.60582,-120.07507
2596,0.035546528803545,9,2015,33.99952,-117.41595
2613,0.0308803779069767,9,2015,37.22687,-121.97969
2622,0.0245309734513274,9,2015,37.9723,-122.52011
2628,0.0298517482517482,9,2015,36.843425,-121.3621
2650,0.0484691044776119,9,2015,34.4165,-117.28559
2655,0.0252863636363636,9,2015,38.31139,-122.2942
2731,0.0281671779141104,9,2015,38.61374,-121.36801
2744,0.0280699115044248,9,2015,39.18919,-121.99887
2752,0.0274456193353474,9,2015,41.72679,-122.63359
2772,0.0452918604651163,9,2015,35.438035,-119.016787
2804,0.0321059766763848,9,2015,38.0063,-121.64191
2806,0.0338963715529753,9,2015,37.65446,-122.03155
2829,0.0265580281690141,9,2015,40.55013,-122.38092
2830,0.0470906060606061,9,2015,34.42505,-117.58982
2831,0.0319839650145773,9,2015,37.936,-122.0262
2833,0.0351937226277372,9,2015,37.642165,-120.994212
2844,0.0378291536050157,9,2015,36.84157,-119.87449
2849,0.0375304953560372,9,2015,34.14437,-117.85038
2878,0.0349434389140271,9,2015,33.708573,-116.215395
2880,0.0337101449275362,9,2015,34.276316,-118.683685
2898,0.0330324561403509,9,2015,34.06698,-117.75138
2899,0.0282056801195815,9,2015,34.06653,-118.22676
2914,0.0298121301775148,9,2015,39.033054,-122.921944
2919,0.0504151234567901,9,2015,35.05156,-119.40263
2923,0.0350622613803231,9,2015,34.89405,-117.02471
2937,0.0357830455259027,9,2015,33.67458,-117.9256
2943,0.0375983703703704,9,2015,33.67653,-117.33104
2954,0.0321194690265487,9,2015,34.52745,-120.19666
2955,0.0318561683599419,9,2015,35.614668,-120.656912
2956,0.0340789165446559,9,2015,38.74643,-121.26498
2957,0.0340305810397554,9,2015,34.5417,-119.79152
2958,0.0268360175695461,9,2015,39.13868,-121.61884
2968,0.039766473149492,9,2015,37.98178,-120.378551
2972,0.039140252454418,9,2015,40.53996,-121.57646
2977,0.0287189097103918,9,2015,38.30256,-121.42083
2981,0.0372969740634006,9,2015,35.50349,-119.27264
2983,0.0342148040638607,9,2015,36.48329,-121.15682
2984,0.0316652777777778,9,2015,34.210169,-118.870509
2991,0.0278652173913043,9,2015,34.25239,-119.143182
2992,0.0350346907993967,9,2015,34.725342,-120.428716
2993,0.0346842565597668,9,2015,38.342606,-120.764426
2996,0.0334045112781955,9,2015,37.48822,-120.83592
3003,0.0312041116005874,9,2015,34.403052,-119.457914
3010,0.0217947598253275,9,2015,39.14566,-123.20298
3011,0.0282184593023256,9,2015,38.56844,-121.49311
3017,0.0514561327561328,9,2015,38.725282,-120.821916
3018,0.0509388038942976,9,2015,37.713136,-119.706235
3022,0.0355229357798165,9,2015,37.28177,-120.43368
3023,0.0337723935389134,9,2015,34.59593,-120.63129
3026,0.0403775510204082,9,2015,36.819313,-119.716389
3032,0.0256011126564673,9,2015,40.45318,-122.29883
3033,0.0274948755490483,9,2015,38.654068,-122.901867
3036,0.052586013986014,9,2015,36.566128,-118.7777
3101,0.041598820058997,9,2015,34.48976,-120.0469
3117,0.0465095652173913,9,2015,39.205556,-121.820461
3121,0.0500721167883212,9,2015,35.05045,-118.14778
3126,0.0502305722891566,9,2015,39.23352,-121.05567
3129,0.0393234859675037,9,2015,36.31572,-119.64323
3135,0.0283869309838473,9,2015,32.67618,-115.48307
3140,0.0293912917271408,9,2015,37.07939,-121.60004
3143,0.0264023222060958,9,2015,33.03239,-115.623618
3144,0.0380834782608696,9,2015,38.20185,-120.680277
3146,0.0386114492753623,9,2015,35.356615,-119.062613
3151,0.0453263473053892,9,2015,36.50881,-116.84767
3152,0.0450821727019499,9,2015,34.06959,-116.38893
3153,0.0285678466076696,9,2015,34.445505,-119.828452
3157,0.0503655737704918,9,2015,39.318056,-120.845556
3158,0.0492552173913043,9,2015,40.2622,-122.0928
3161,0.0515473913043478,9,2015,37.54377,-119.83957
3168,0.0378417933130699,9,2015,33.920767,-116.858413
3172,0.0305618915159944,9,2015,34.448057,-119.231299
3186,0.0263616835994194,9,2015,33.213488,-115.545136
3187,0.0389542857142857,9,2015,38.683293,-121.164442
3196,0.0403627906976744,9,2015,38.89094,-121.00337
3198,0.0339723502304147,9,2015,33.21701,-117.39616
3200,0.0253671766342142,9,2015,36.98332,-121.98822
3209,0.037859375,9,2015,38.49444,-121.21115
3211,0.0350119581464873,9,2015,36.86719,-120.01011
3215,0.0383863076923077,9,2015,35.774455,-117.372102
3247,0.0228620588235294,9,2015,37.74306,-122.16994
3249,0.0283403385049365,9,2015,38.66121,-121.73269
3251,0.0296856725146199,9,2015,35.0315,-120.50101
3265,0.0334310089020772,9,2015,33.63005,-117.67588
3415,0.0319815138282387,9,2015,38.22709,-122.07566
3484,0.0556741573033708,9,2015,36.48943,-118.829138
3486,0.0243469387755102,9,2015,34.942872,-120.435611
3489,0.0274786931818182,9,2015,36.694261,-121.623271
3490,0.0276402332361516,9,2015,37.6875,-121.7842
3491,0.0465706395348837,9,2015,39.708454,-121.617309
3495,0.0461656976744186,9,2015,35.644167,-120.23
3500,0.0417249617151608,9,2015,34.51096,-117.32555
3502,0.0342474962063733,9,2015,34.38337,-118.52839
3505,0.0323208333333333,9,2015,34.404281,-118.80998
3658,0.0508676900584795,9,2015,34.66959,-118.13068
3661,0.0256975609756098,9,2015,37.348488,-121.894936
3665,0.0304163768115942,9,2015,34.427753,-119.690912
3668,0.025993567251462,9,2015,37.9604,-122.35685
3673,0.0227455072463768,9,2015,33.61235,-114.60209
3674,0.03119726443769,9,2015,33.83061,-117.9385
3678,0.0292073863636364,9,2015,38.35655,-121.94986
3683,0.033228173374613,9,2015,33.95507,-118.43049
3688,0.0294333821376281,9,2015,35.25651,-120.6693
3690,0.0301483771251932,9,2015,32.70139,-117.1528
3693,0.029270820668693,9,2015,34.01029,-118.0685
3694,0.0358608695652174,9,2015,35.35472,-120.04019
3696,0.0385783308931186,9,2015,37.68268,-121.44238
3697,0.0379097222222222,9,2015,33.7411,-115.8206
3702,0.0344885125184094,9,2015,33.99636,-117.4924
3714,0.0292278020378457,9,2015,39.53387,-122.190834
3716,0.0211568181818182,9,2015,40.77678,-124.17949
3726,0.0265788005578801,9,2015,36.209018,-121.125959
3732,0.03741643454039,9,2015,33.93983,-115.41085
3733,0.0484329896907216,9,2015,35.1019,-115.7767
3738,0.0297271428571429,9,2015,38.650783,-121.506767
3739,0.032819018404908,9,2015,32.57816,-116.92135
3742,0.0209213138686131,9,2015,37.8148,-122.28236
3743,0.0293667802385008,9,2015,33.901445,-118.204989
3746,0.0355087201125176,9,2015,40.689075,-122.402255
3758,0.0430715942028985,9,2015,35.23918,-118.78863
3759,0.0328,9,2015,36.63424,-120.38234
3763,0.0399984472049689,9,2015,36.03179,-119.05505
3766,0.0284068441064639,9,2015,32.84547,-117.12389
3771,0.0357503692762186,9,2015,36.95326,-120.03419
3773,0.0411376093294461,9,2015,37.689609,-121.631964
3774,0.0238420821114369,9,2015,33.8025,-118.22
3777,0.0407759701492537,9,2015,33.583018,-117.072202
3779,0.025475702247191,9,2015,40.71527,-124.20149
3781,0.0384958823529412,9,2015,36.78538,-119.77321
3782,0.0293938686131387,9,2015,37.74367,-121.93419
3783,0.0304950292397661,9,2015,39.76168,-121.84047
3787,0.0428030769230769,9,2015,35.33156,-118.9999
3796,0.0334402250351617,9,2015,38.88563,-121.30208
3804,0.0208192700729927,9,2015,38.403765,-122.818294
3806,0.0296720779220779,9,2015,32.817978,-116.968133
3812,0.0276775147928994,9,2015,35.49442,-120.66622
3816,0.0329524637681159,9,2015,40.17088,-122.25556
2008,0.0329177304964539,10,2015,34.46248,-120.02547
2013,0.0304825396825397,10,2015,36.70556,-119.74139
2016,0.0270336021505376,10,2015,36.48187,-121.73333
2032,0.0293841584158416,10,2015,36.33252,-119.29095
2077,0.0338771186440678,10,2015,34.05965,-117.14734
2094,0.023396633941094,10,2015,37.95075,-121.26897
2114,0.0316362297496318,10,2015,36.59744,-119.50369
2116,0.0281838315217391,10,2015,37.36075,-118.3308
2123,0.0287048275862069,10,2015,38.71209,-121.38108
2125,0.0191997171145686,10,2015,37.48293,-122.20348
2143,0.0271915848527349,10,2015,38.53455,-121.7734
2160,0.0266821276595745,10,2015,34.13265,-118.12714
2199,0.0385574272588055,10,2015,33.85262,-116.54099
2221,0.0297376436781609,10,2015,34.106678,-117.274063
2249,0.0258723032069971,10,2015,33.92505,-117.95259
2266,0.0280080229226361,10,2015,34.10015,-117.49198
2312,0.0389940509915014,10,2015,35.345607,-118.851825
2320,0.0265198033707865,10,2015,36.99958,-121.57466
2321,0.0279887640449438,10,2015,35.366386,-120.842602
2360,0.026433908045977,10,2015,34.63782,-120.4575
2368,0.0345176630434783,10,2015,32.952499,-117.263336
2373,0.0222303797468354,10,2015,37.76595,-122.39902
2410,0.0253880281690141,10,2015,38.10251,-122.238
2420,0.0320359420289855,10,2015,34.1992,-118.53275
2460,0.0420693215339233,10,2015,32.84232,-116.76831
2484,0.032890611028316,10,2015,34.13648,-117.92392
2485,0.0311844285714286,10,2015,34.10367,-117.62906
2494,0.0298228276877761,10,2015,34.05109,-118.4564
2499,0.0358098591549296,10,2015,34.24313,-117.2723
2525,0.0285241184767278,10,2015,33.78933,-117.22764
2551,0.0322851332398317,10,2015,32.79215,-115.56299
2589,0.0281311475409836,10,2015,32.63123,-117.05905
2593,0.0291886524822695,10,2015,34.60582,-120.07507
2596,0.0272892138939671,10,2015,33.99952,-117.41595
2613,0.025704347826087,10,2015,37.22687,-121.97969
2622,0.0227523141654979,10,2015,37.9723,-122.52011
2628,0.027877688172043,10,2015,36.843425,-121.3621
2650,0.0359764375876578,10,2015,34.4165,-117.28559
2655,0.0220120617110799,10,2015,38.31139,-122.2942
2731,0.0253503546099291,10,2015,38.61374,-121.36801
2744,0.0289510608203678,10,2015,39.18919,-121.99887
2752,0.0216488764044944,10,2015,41.72679,-122.63359
2772,0.039381644640235,10,2015,35.438035,-119.016787
2804,0.029207072135785,10,2015,38.0063,-121.64191
2806,0.0308488078541374,10,2015,37.65446,-122.03155
2829,0.0218182943603851,10,2015,40.55013,-122.38092
2830,0.040012187958884,10,2015,34.42505,-117.58982
2831,0.0270410112359551,10,2015,37.936,-122.0262
2833,0.0291161016949153,10,2015,37.642165,-120.994212
2844,0.0326908831908832,10,2015,36.84157,-119.87449
2849,0.0355740687679083,10,2015,34.14437,-117.85038
2878,0.0294765778401122,10,2015,33.708573,-116.215395
2880,0.0303744740532959,10,2015,34.276316,-118.683685
2898,0.0238756352765321,10,2015,34.06698,-117.75138
2899,0.0244453257790368,10,2015,34.06653,-118.22676
2914,0.0305797720797721,10,2015,39.033054,-122.921944
2919,0.046204802259887,10,2015,35.05156,-119.40263
2923,0.0251212250712251,10,2015,34.89405,-117.02471
2937,0.0344322857142857,10,2015,33.67458,-117.9256
2943,0.033696875,10,2015,33.67653,-117.33104
2954,0.0333002873563219,10,2015,34.52745,-120.19666
2955,0.0309739130434783,10,2015,35.614668,-120.656912
2956,0.0307974468085106,10,2015,38.74643,-121.26498
2957,0.0337269984917044,10,2015,34.5417,-119.79152
2958,0.0248854,10,2015,39.13868,-121.61884
2968,0.035107713884993,10,2015,37.98178,-120.378551
2972,0.0349428571428571,10,2015,40.53996,-121.57646
2977,0.0271115702479339,10,2015,38.30256,-121.42083
2981,0.0312175561797753,10,2015,35.50349,-119.27264
2983,0.0330357634112792,10,2015,36.48329,-121.15682
2984,0.0309632653061225,10,2015,34.210169,-118.870509
2991,0.0273884992987377,10,2015,34.25239,-119.143182
2992,0.0359507959479016,10,2015,34.725342,-120.428716
2993,0.0274067321178121,10,2015,38.342606,-120.764426
2996,0.0281827794561934,10,2015,37.48822,-120.83592
3003,0.03204243281471,10,2015,34.403052,-119.457914
3010,0.0195242857142857,10,2015,39.14566,-123.20298
3011,0.0248357041251778,10,2015,38.56844,-121.49311
3017,0.048207323943662,10,2015,38.725282,-120.821916
3018,0.0438381502890173,10,2015,37.713136,-119.706235
3022,0.0321597122302158,10,2015,37.28177,-120.43368
3023,0.036540059347181,10,2015,34.59593,-120.63129
3026,0.0341823444283647,10,2015,36.819313,-119.716389
3032,0.0212900537634409,10,2015,40.45318,-122.29883
3033,0.0277443820224719,10,2015,38.654068,-122.901867
3036,0.0413624382207578,10,2015,36.566128,-118.7777
3101,0.0437201704545455,10,2015,34.48976,-120.0469
3117,0.0487416549789621,10,2015,39.205556,-121.820461
3121,0.0405987377279102,10,2015,35.05045,-118.14778
3126,0.0481428958051421,10,2015,39.23352,-121.05567
3129,0.0316478260869565,10,2015,36.31572,-119.64323
3135,0.0299365682137834,10,2015,32.67618,-115.48307
3140,0.0254712482468443,10,2015,37.07939,-121.60004
3143,0.0274890603085554,10,2015,33.03239,-115.623618
3144,0.0329863955119215,10,2015,38.20185,-120.680277
3146,0.0318725490196078,10,2015,35.356615,-119.062613
3151,0.0381307277628032,10,2015,36.50881,-116.84767
3152,0.0418676671214188,10,2015,34.06959,-116.38893
3153,0.0295897435897436,10,2015,34.445505,-119.828452
3157,0.0424547899159664,10,2015,39.318056,-120.845556
3158,0.0483588483146067,10,2015,40.2622,-122.0928
3161,0.0453667146974063,10,2015,37.54377,-119.83957
3168,0.0338577200577201,10,2015,33.920767,-116.858413
3172,0.0297075038284839,10,2015,34.448057,-119.231299
3186,0.0253413173652695,10,2015,33.213488,-115.545136
3187,0.0343896848137536,10,2015,38.683293,-121.164442
3196,0.0366152639087019,10,2015,38.89094,-121.00337
3198,0.0357012012012012,10,2015,33.21701,-117.39616
3200,0.0224405405405405,10,2015,36.98332,-121.98822
3209,0.0341434482758621,10,2015,38.49444,-121.21115
3211,0.0314672364672365,10,2015,36.86719,-120.01011
3215,0.0321511144130758,10,2015,35.774455,-117.372102
3247,0.0184473053892216,10,2015,37.74306,-122.16994
3249,0.027168894952251,10,2015,38.66121,-121.73269
3251,0.0293943661971831,10,2015,35.0315,-120.50101
3265,0.0346456772334294,10,2015,33.63005,-117.67588
3415,0.0301245441795231,10,2015,38.22709,-122.07566
3484,0.0385486935866983,10,2015,36.48943,-118.829138
3486,0.0235626928471248,10,2015,34.942872,-120.435611
3489,0.0245047748976808,10,2015,36.694261,-121.623271
3490,0.0226280504908836,10,2015,37.6875,-121.7842
3491,0.0442723554301834,10,2015,39.708454,-121.617309
3495,0.0478932584269663,10,2015,35.644167,-120.23
3500,0.0306989855072464,10,2015,34.51096,-117.32555
3502,0.0306994177583697,10,2015,34.38337,-118.52839
3505,0.0314193548387097,10,2015,34.404281,-118.80998
3658,0.0383483775811209,10,2015,34.66959,-118.13068
3661,0.0219841642228739,10,2015,37.348488,-121.894936
3665,0.0286710860366714,10,2015,34.427753,-119.690912
3668,0.0234998583569405,10,2015,37.9604,-122.35685
3673,0.024553748231966,10,2015,33.61235,-114.60209
3674,0.027400773993808,10,2015,33.83061,-117.9385
3678,0.0264479674796748,10,2015,38.35655,-121.94986
3683,0.0329724679029957,10,2015,33.95507,-118.43049
3688,0.0289184247538678,10,2015,35.25651,-120.6693
3690,0.0269465081723626,10,2015,32.70139,-117.1528
3693,0.0236772661870504,10,2015,34.01029,-118.0685
3694,0.0316494845360825,10,2015,35.35472,-120.04019
3696,0.0354096916299559,10,2015,37.68268,-121.44238
3697,0.0391749663526245,10,2015,33.7411,-115.8206
3702,0.0269163352272727,10,2015,33.99636,-117.4924
3714,0.03015,10,2015,39.53387,-122.190834
3716,0.0191726717557252,10,2015,40.77678,-124.17949
3726,0.0245795148247978,10,2015,36.209018,-121.125959
3732,0.0384099462365591,10,2015,33.93983,-115.41085
3733,0.0445456989247312,10,2015,35.1019,-115.7767
3738,0.0263789181692094,10,2015,38.650783,-121.506767
3739,0.0318023648648649,10,2015,32.57816,-116.92135
3742,0.0183872191011236,10,2015,37.8148,-122.28236
3743,0.0292991166077739,10,2015,33.901445,-118.204989
3746,0.0335872972972973,10,2015,40.689075,-122.402255
3758,0.035871875,10,2015,35.23918,-118.78863
3759,0.0299344729344729,10,2015,36.63424,-120.38234
3763,0.0347450980392157,10,2015,36.03179,-119.05505
3766,0.0300538336052202,10,2015,32.84547,-117.12389
3771,0.0313178519593614,10,2015,36.95326,-120.03419
3773,0.0400421128798842,10,2015,37.689609,-121.631964
